ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Hour,Month,DayOfWeek,Is_Rush_Hour,Risk_Level
A-1689430,Source2,2,2019-12-02 07:14:39,2019-12-02 08:31:10,30.054705,-95.186012,,,0.0,Accident on Lake Houston Pkwy at Rustic Woods Dr.,W Lake Houston Pkwy,Kingwood,Harris,TX,77345,US,US/Central,KIAH,2019-12-02 06:53:00,42.0,39.0,70.0,30.16,10.0,W,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,7.0,12.0,0.0,1,Medium
A-5217071,Source1,2,2022-12-09 06:58:45,2022-12-09 08:18:18,43.86562943,-121.40612483,43.83741943,-121.42229483,2.109,An unconfirmed report of a crash has been received. Use caution., Highway 97,Bend,Deschutes,OR,97707,US,US/Pacific,KBDN,2022-12-09 06:55:00,30.0,22.0,75.0,26.4,10.0,SW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,6.0,12.0,4.0,0,Medium
A-618659,Source2,1,2022-05-18 07:14:17,2022-05-18 08:16:05,36.068722,-95.957916,,,0.0,Crash on 65th Pl at Lewis Ave.,S Lewis Ave,Tulsa,Tulsa,OK,74136-1010,US,US/Central,KRVS,2022-05-18 06:53:00,69.0,69.0,93.0,29.13,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,7.0,5.0,2.0,1,Low
A-4440035,Source1,2,,2022-03-24 18:10:46.000000000,28.566974,-81.209623,28.566647,-81.206787,0.174,Slow traffic on FL-50 from Rouse Rd (FL-50) to FL-408/Challenger Pkwy/East West Expy (FL-50) due to accident., E Colonial Dr,Orlando,Orange,FL,32817-4623,US,US/Eastern,KORL,2022-03-24 15:53:00,80.0,80.0,76.0,29.74,10.0,WNW,10.0,0.03,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,,,,0,Medium
A-4107162,Source1,2,2022-07-17 14:15:39,2022-07-17 16:17:11,44.156155,-94.091447,44.155283,-94.089011,0.135,Accident on MN-68 from CR-42 (MN-68) to US-169 (MN-68).,State Park Road 1,Mankato,Blue Earth,MN,56001,US,US/Central,KMKT,2022-07-17 13:56:00,81.0,81.0,58.0,28.87,10.0,ENE,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14.0,7.0,6.0,0,Medium
A-3410374,Source2,2,2017-08-30 17:38:09,2017-08-30 18:07:46,39.766888,-75.531273,,,0.0,Accident on Franklin Pl both ways from 34th St to 37th St.,W 37th St,Wilmington,New Castle,DE,19802-2029,US,US/Eastern,KILG,2017-08-30 17:51:00,75.9,,56.0,29.99,10.0,WNW,4.6,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17.0,8.0,2.0,1,Medium
A-6354247,Source1,2,2021-02-18 12:45:00,2021-02-18 15:14:17,38.494087457473306,-75.8280122276505,38.495677457473306,-75.82870222765052,0.116,US 50 WEST AT RHODESDALE VIENNA RD,Ocean Gateway Route 50,Vienna,Dorchester,MD,21869,US,US/Eastern,KCGE,2021-02-18 12:35:00,32.0,25.0,100.0,30.22,6.0,ENE,8.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12.0,2.0,3.0,0,Medium
A-3950863,Source1,2,2022-09-03 13:26:46,2022-09-03 14:47:03,40.826979,-74.132172,40.833128,-74.145452,0.8140000000000001,Slow traffic on NJ-3 - NJ-3 W from NJ-21 (Clifton) (East) (NJ-3) to NJ-7/Passaic Ave (NJ-3) due to accident.,River Rd,Clifton,Passaic,NJ,07014,US,US/Eastern,KTEB,2022-09-03 13:51:00,80.0,80.0,48.0,30.22,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,13.0,9.0,5.0,0,Medium
A-1460510,Source3,2,2020-05-02 12:16:05,2020-05-02 12:46:00,35.162613,-120.683739,,,0.0,Accident on US-101 Northbound at Exit 193 Spyglass Dr.,El Camino Real N,Pismo Beach,San Luis Obispo,CA,93449,US,US/Pacific,KSBP,2020-05-02 11:56:00,66.0,66.0,60.0,29.88,10.0,NW,18.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12.0,5.0,5.0,0,Medium
A-3865445,Source1,2,2022-07-19 15:05:28,2022-07-19 16:05:28,42.175711,-88.366343,42.175702,-88.365085,0.064,Closed at Randall Rd - Road closed due to accident. Long-term roadwork.,Prestwicke Blvd,Algonquin,McHenry,IL,60102,US,US/Central,KDPA,2022-07-19 14:52:00,88.0,88.0,53.0,29.01,10.0,S,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,15.0,7.0,1.0,0,Medium
A-1743316,Source2,2,2019-10-09 10:38:20,2019-10-09 11:38:05,33.458240999999994,-80.730179,,,0.0,Accident on US-301 Five Chop Rd near I-26 Exits 154A 154B.,I-26 E,Orangeburg,Orangeburg,SC,29115,US,US/Eastern,KOGB,2019-10-09 10:37:00,64.0,64.0,78.0,29.96,10.0,NE,10.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10.0,10.0,2.0,0,Medium
A-7151199,Source1,2,2020-04-02 15:33:00,2020-04-02 15:48:00,34.78945,-82.41606,34.78945,-82.41606,0.0,At I-85 - Accident., White Horse Rd,Greenville,Greenville,SC,29605-4831,US,US/Eastern,KGYH,2020-04-02 15:47:00,66.0,66.0,30.0,28.96,10.0,VAR,3.0,0.0,Fair,False,False,True,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15.0,4.0,3.0,0,Medium
A-5175142,Source1,2,2022-04-14 15:41:05,2022-04-14 18:20:26,30.418523,-91.141832,30.416191,-91.142635,0.168,Slow traffic on LA-427 from I-10 E to Edinburgh Ave due to accident., College Dr,Baton Rouge,East Baton Rouge,LA,70808-3119,US,US/Central,KBTR,2022-04-14 15:53:00,80.0,80.0,39.0,29.95,10.0,NE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,15.0,4.0,3.0,0,Medium
A-2210438,Source2,3,2019-03-08 20:15:41,2019-03-08 21:00:00,34.167427,-118.158134,,,0.0,#3 lane blocked due to accident on I-210 Eastbound before Exit 24 Mountain St.,Foothill Fwy E,Pasadena,Los Angeles,CA,91103,US,US/Pacific,KMWS,,64.0,,67.0,29.85,10.0,CALM,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,20.0,3.0,4.0,0,High
A-5491539,Source1,2,2021-10-26 08:51:00,2021-10-26 09:24:30,40.412091,-80.007124,40.402077,-80.000737,0.769,Stationary traffic on PA-51 from Liberty Ave (PA-51) to Colerain St/Whited St (PA-51) due to accident., Saw Mill Run Blvd,Brookline,Allegheny,PA,15226-1052,US,US/Eastern,KAGC,2021-10-26 08:53:00,47.0,41.0,86.0,28.45,6.0,NW,15.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8.0,10.0,1.0,1,Medium
A-4640290,Source1,2,,2022-06-23 07:33:30.000000000,34.403293,-119.526604,34.41904,-119.592428,3.907,Slow traffic on US-101 N from Linden Ave (US-101) to Evans St (US-101) due to accident.,US-101,Carpinteria,Santa Barbara,CA,93013,US,US/Pacific,KSBA,2022-06-23 06:53:00,60.0,60.0,90.0,29.87,1.0,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,,,,0,Medium
A-6314795,Source1,2,2021-12-16 17:30:16,2021-12-16 18:30:16,45.397064,-122.574392,45.386047,-122.578715,0.79,An unconfirmed report of a crash has been received. Use caution.,Cascade Hwy S,Portland,Clackamas,OR,97267,US,US/Pacific,KPDX,2021-12-16 17:53:00,45.0,45.0,80.0,30.09,10.0,SW,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,17.0,12.0,3.0,1,Medium
A-5723499,Source1,2,2021-04-20 18:42:00,2021-04-20 20:17:03,26.091789007062484,-80.22168517074478,26.090409007062483,-80.2158151707448,0.377,Incident on FL-84 EB near FL-91 Left lane blocked., Reese Rd,Fort Lauderdale,Broward,FL,33314,US,US/Eastern,KFLL,2021-04-20 18:53:00,82.0,82.0,71.0,29.91,10.0,WSW,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,18.0,4.0,1.0,1,Medium
A-4839653,Source1,2,2022-02-12 05:06:27,2022-02-12 06:22:50,34.91048,-81.868189,34.906993,-81.866476,0.26,Incident on CROFT CIR near HUNTINGTON DR Drive with caution., Huntington Dr,Spartanburg,Spartanburg,SC,29302-4809,US,US/Eastern,KSPA,2022-02-12 05:15:00,41.0,41.0,70.0,29.18,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,5.0,2.0,5.0,0,Medium
A-4431328,Source1,2,,2023-02-11 04:57:30.000000000,35.268217,-80.870377,35.26485,-80.875765,0.383,Stationary traffic on I-85 S from Beatties Ford Rd/Exit 37 (I-85) to NC-16/Brookshire Blvd/Exit 36 (I-85) due to accident.,I-85 S,Charlotte,Mecklenburg,NC,28216,US,US/Eastern,KCLT,2023-02-11 04:52:00,51.0,51.0,48.0,29.39,10.0,NE,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,,,,0,Medium
A-4564860,Source1,2,,2022-12-22 18:35:29.000000000,41.856847,-73.91718,41.857601,-73.91690899999998,0.054,Incident on US-9 NB near OLD POST RD Right shoulder closed., Route 9,Staatsburg,Dutchess,NY,12580-5215,US,US/Eastern,KPOU,2022-12-22 16:53:00,35.0,31.0,92.0,30.01,6.0,ENE,5.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,,,,0,Medium
A-6184227,Source1,2,,2021-12-25 14:59:08.000000000,47.51388430572742,-97.77172207785716,47.51379430572742,-97.75034207785716,0.998,Incident on ND-200 EB near MP 363 Expect delays.,ND-200,Finley,Steele,ND,58230,US,US/Central,KS32,2021-12-25 13:35:00,5.0,-9.0,85.0,28.4,1.0,ENE,9.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,,,,,,,0,Medium
A-6339812,Source1,2,2021-02-01 22:30:00,2021-02-01 23:48:39,41.535927,-72.76430699999997,41.540347,-72.757007,0.486,Motor Vehicle Accident (2 Vehicle) on I-91 Northbound between Exits 18 and 20. The left lane is closed. Reported Monday February 1 at 2:30 pm.,I-91,Meriden,South Central Connecticut,CT,06450,US,US/Eastern,KMMK,2021-02-01 22:53:00,31.0,21.0,89.0,29.51,1.0,N,13.0,0.04,Light Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,22.0,2.0,0.0,0,Medium
A-6702120,Source1,2,2020-12-13 02:20:00,2020-12-13 04:05:00,33.538879,-86.69023,33.536161,-86.694253,0.298,Incident on I-20 WB near MM 134 Left shoulder closed.,I-20 W,Birmingham,Jefferson,AL,35210,US,US/Central,KBHM,2020-12-13 02:26:00,50.0,50.0,96.0,29.4,0.5,CALM,0.0,0.0,Fog,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2.0,12.0,6.0,0,Medium
A-4923924,Source1,2,,2022-12-15 18:42:00.000000000,33.340252,-84.295192,33.338885,-84.29525699999998,0.095,Incident on GA-3 SB near SCHOOL RD Drive with caution., N Expressway,Griffin,Spalding,GA,30223-5754,US,US/Eastern,K6A2,2022-12-15 16:35:00,55.0,55.0,44.0,28.82,10.0,W,9.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,,,,0,Medium
A-4625670,Source1,2,,2022-02-06 15:27:40.000000000,42.687281369959415,-73.71752142871037,42.67979136995943,-73.72374142871037,0.606,NYSDOT TMC - Albany: Crash on I-787 southbound area of Exit 6; NY 32; Wards Lane (Colonie) right shoulder closed,I-787 S,Albany,Albany,NY,12204,US,US/Eastern,KALB,2022-02-06 13:51:00,22.0,9.0,51.0,30.19,10.0,SSE,14.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,,,,0,Medium
A-5773425,Source1,2,,2021-03-17 04:09:28.000000000,40.779945,-73.92698100000001,40.778358,-73.925787,0.126,Crash on Robert F. Kennedy Bridge northbound Queens Span (New York) to Manhattan Span (Manhattan) 1 lane blocked,Robert F Kennedy Brg W,New York,New York,NY,10035,US,US/Eastern,KNYC,2021-03-17 01:51:00,34.0,30.0,79.0,30.08,10.0,ENE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,,,,0,Medium
A-6946723,Source1,2,2020-11-19 12:31:00,2020-11-19 16:15:00,34.036007,-117.322632,34.021203,-117.338082,1.352,Slow traffic on Riverside Fwy S - I-215 S from S Mount Vernon Ave/Washington St (I-215) to La Cadena Dr/Iowa Ave (I-215) due to accident.,I-215 S,Grand Terrace,San Bernardino,CA,92313,US,US/Pacific,KSBD,2020-11-19 12:46:00,73.0,73.0,31.0,28.84,7.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12.0,11.0,3.0,0,Medium
A-317477,Source2,2,2017-01-31 14:02:58,2017-01-31 14:47:40,34.007008,-117.964394,,,0.01,Accident on CA-60 Westbound near Exit 16 Hacienda Blvd.,S Hacienda Blvd,Hacienda Heights,Los Angeles,CA,91745,US,US/Pacific,KEMT,2017-01-31 13:48:00,73.4,,22.0,30.08,10.0,SSW,6.9,0.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14.0,1.0,1.0,0,Medium
A-5276287,Source1,2,2022-02-23 09:52:00,2022-02-23 10:27:30,39.4573,-104.982644,39.44171400000001,-104.970441,1.258,Stationary traffic on US-85 N - US-85 S from W Airport Rd (US-85) to CO-67/Manhart St (US-85) due to accident., N US Highway 85,Sedalia,Douglas,CO,80135,US,US/Mountain,KAPA,2022-02-23 09:53:00,2.0,-8.0,72.0,24.17,1.0,N,5.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9.0,2.0,2.0,1,Medium
A-2847883,Source2,2,2018-05-25 06:46:30,2018-05-25 07:16:20,42.022141,-88.237785,,,0.0,Accident on Shales Pkwy at Walden Dr.,Shales Pkwy,Elgin,Cook,IL,60120,US,US/Central,KDPA,2018-05-25 06:52:00,64.9,,81.0,29.94,10.0,South,4.6,0.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,6.0,5.0,4.0,0,Medium
A-2041911,Source2,2,2019-06-10 07:42:51,2019-06-10 09:07:53,42.804852,-86.07794200000002,,,0.0,Accident on 120th Ave at Lakewood Blvd.,E Lakewood Blvd,Holland,Ottawa,MI,49424,US,US/Eastern,KBIV,2019-06-10 07:37:00,56.0,56.0,97.0,29.22,2.0,NW,10.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,7.0,6.0,0.0,1,Medium
A-1873085,Source2,2,2019-09-22 04:27:35,2019-09-22 05:28:08,34.053847999999995,-118.232231,,,0.0,Accident on US-101 Northbound at Vignes St.,San Bernardino Fwy W,Los Angeles,Los Angeles,CA,90012,US,US/Pacific,KCQT,2019-09-22 04:52:00,70.0,70.0,65.0,29.62,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Night,4.0,9.0,6.0,0,Medium
A-6780463,Source1,2,2020-12-27 16:37:27,2020-12-27 19:49:28,41.546708,-93.959169,41.275407,-95.787646,96.584,Incident on I-80 WB near COUNTY HWY-R16 Expect long delays.,I-80 W,Adel,Dallas,IA,50003,US,US/Central,KPRO,2020-12-27 16:35:00,31.0,23.0,84.0,28.78,10.0,NW,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16.0,12.0,6.0,1,Medium
A-1589404,Source2,2,2020-01-13 09:44:18,2020-01-13 11:45:22,30.452551,-91.185959,,,0.0,Accident on North St at Fifth St.,North St,Baton Rouge,East Baton Rouge,LA,70802-5416,US,US/Central,KBTR,2020-01-13 09:53:00,60.0,60.0,93.0,30.18,1.0,ENE,8.0,0.01,Light Rain,True,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9.0,1.0,0.0,1,Medium
A-4889218,Source1,2,2022-12-20 19:17:42,2022-12-20 20:37:07,33.589472,-81.695062,33.595156,-81.690799,0.463,Incident on COLUMBIA HWY N near MAY ROYAL DR Drive with caution., Columbia Hwy N,Aiken,Aiken,SC,29801-8744,US,US/Eastern,KAIK,2022-12-20 19:15:00,38.0,31.0,94.0,29.8,10.0,NNE,10.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,19.0,12.0,1.0,1,Medium
A-7121693,Source1,2,2020-03-19 15:09:16,2020-03-19 15:54:16,42.65296,-85.34344,42.65713,-85.35293,0.562,At CR-611/N Yankee Springs Rd - Accident., N M 37 Hwy,Hastings,Barry,MI,49058-9741,US,US/Eastern,KGRR,2020-03-19 14:53:00,46.0,40.0,86.0,29.0,5.0,ESE,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,15.0,3.0,3.0,0,Medium
A-1901981,Source2,2,2019-09-09 13:13:02,2019-09-09 14:07:54,45.682091,-122.552567,,,0.0,Accident on WA-503 117th Ave Southbound at Padden Pkwy.,NE Padden Pkwy,Vancouver,Clark,WA,98662,US,US/Pacific,KPDX,2019-09-09 13:15:00,69.0,69.0,63.0,29.87,10.0,S,10.0,0.0,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,13.0,9.0,0.0,0,Medium
A-7073579,Source1,2,2020-06-08 05:26:20,2020-06-08 05:56:20,37.41302,-120.75525,37.42278,-120.76662,0.919,At South Ave - Accident. on the right.,CA-99 N,Delhi,Merced,CA,95315,US,US/Pacific,KMER,2020-06-08 06:45:00,57.0,57.0,63.0,29.9,10.0,NW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,5.0,6.0,0.0,0,Medium
A-4273843,Source1,2,2022-12-23 06:39:39,2022-12-23 12:18:28,44.09843400000001,-121.301729,44.109295,-121.295012,0.821,A crash has occurred with minimal delay to traffic. Prepare to slow or move over for worker safety.,N Highway 97,Bend,Deschutes,OR,97701,US,US/Pacific,KBDN,2022-12-23 06:35:00,12.0,12.0,85.0,26.53,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,6.0,12.0,4.0,0,Medium
A-5419291,Source1,2,2022-09-01 07:49:00,2022-09-01 08:12:15,39.049487,-77.051935,39.041552,-77.051839,0.5479999999999999,Slow traffic on MD-97 from Shorefield Rd (Georgia Ave/MD-97) to MD-193/University Blvd (Georgia Ave/MD-97) due to accident.,Georgia Ave,Silver Spring,Montgomery,MD,20902,US,US/Eastern,KCGS,2022-09-01 08:00:00,67.0,67.0,83.0,29.97,10.0,SE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,7.0,9.0,3.0,1,Medium
A-4638166,Source1,2,2022-03-17 14:30:30,2022-03-17 16:44:30,33.755921,-117.831211,33.794065,-117.830743,2.636,Stationary traffic on CA-55 N - Costa Mesa Fwy N from 4th St/Irvine Blvd (CA-55) to Katella Ave (CA-55) due to accident.,CA-55 N,Santa Ana,Orange,CA,92705,US,US/Pacific,KSNA,2022-03-17 14:53:00,82.0,82.0,22.0,29.94,10.0,SW,8.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14.0,3.0,3.0,0,Medium
A-1682027,Source2,2,2019-12-28 09:42:30,2019-12-28 13:18:57,32.822338,-97.061089,,,0.0,Two lanes blocked and right hand shoulder blocked due to accident on TX-360 Northbound at Trinity Blvd.,TX-360 N,Fort Worth,Tarrant,TX,76155,US,US/Central,KDFW,2019-12-28 09:43:00,62.0,62.0,93.0,29.13,3.0,SE,10.0,0.04,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9.0,12.0,5.0,1,Medium
A-7256182,Source1,2,2020-02-09 17:20:00,2020-02-09 17:54:02,38.564736,-121.497739,38.564736,-121.497739,0.0,At 15th St - Accident.,Capital City Fwy E,Sacramento,Sacramento,CA,95818,US,US/Pacific,KSAC,2020-02-09 16:53:00,61.0,61.0,30.0,30.02,10.0,NNW,20.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17.0,2.0,6.0,1,Medium
A-7427943,Source1,2,2019-03-14 08:33:54,2019-03-14 09:03:39,34.224940000000004,-118.47327,34.218309999999995,-118.47334,0.458,At Roscoe Blvd/Exit 68 - Accident.,San Diego Fwy S,North Hills,Los Angeles,CA,91343,US,US/Pacific,KVNY,2019-03-14 08:51:00,60.1,,18.0,30.17,10.0,North,17.3,0.0,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8.0,3.0,3.0,1,Medium
A-3116223,Source2,3,2017-12-08 17:02:38,2017-12-08 17:47:19,30.262962,-82.104637,,,0.0,Accident on I-10 Eastbound after Exit 336 FL-228.,S State Road 228,Macclenny,Baker,FL,32063,US,US/Eastern,KVQQ,2017-12-08 16:50:00,48.2,,100.0,29.79,2.0,NNE,8.1,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17.0,12.0,4.0,1,High
A-5921670,Source1,2,2021-10-24 03:15:30,2021-10-24 03:59:00,38.904107,-77.018215,38.903037,-77.015047,0.186,Slow traffic on I-395 S - US-50 E from 6th St NW to exit [8] due to accident.,New York Ave NW,Washington,District of Columbia,DC,20001,US,US/Eastern,KDCA,2021-10-24 02:52:00,57.0,57.0,64.0,30.11,10.0,ESE,6.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,3.0,10.0,6.0,0,Medium
A-2077691,Source2,2,2019-06-28 09:44:49,2019-06-28 11:15:00,30.166321000000003,-91.985786,,,0.0,Accident on LA-89 Southpark Rd near American Blvd. No recent updates.,American Blvd,Lafayette,Lafayette,LA,70508-3601,US,US/Central,KLFT,2019-06-28 09:53:00,85.0,85.0,74.0,30.11,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9.0,6.0,4.0,1,Medium
A-1046185,Source2,2,2021-05-13 09:15:33,2021-05-13 12:22:53,42.956001,-73.865601,,,0.0,Right hand shoulder blocked due to accident on NY-50 Southbound at Charlton Rd.,Charlton Rd,Ballston Spa,Saratoga,NY,12020,US,US/Eastern,KSCH,2021-05-13 08:48:00,55.0,55.0,44.0,29.83,15.0,WNW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,9.0,5.0,3.0,1,Medium
A-3989898,Source1,2,,2022-11-16 18:53:02.000000000,35.263496999999994,-80.79508,35.263708,-80.79507199999998,0.015,Incident on W SUGAR CREEK RD near HONDURES DR Drive with caution., W Sugar Creek Rd,Charlotte,Mecklenburg,NC,28213-6627,US,US/Eastern,KJQF,2022-11-16 17:50:00,48.0,48.0,71.0,29.35,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,,,,0,Medium
A-2123340,Source2,3,2019-05-25 22:11:25,2019-05-25 23:23:54,38.132698,-77.511368,,,12.09000015258789,Right lane closed and right hand shoulder closed due to accident on I-95 Southbound between Exits 126 126A 126B / US-1 Jefferson Davis Hwy and Exit 118 / Mudd Tavern Rd.,I-95 S,Spotsylvania,Spotsylvania,VA,22551,US,US/Eastern,KEZF,2019-05-25 22:15:00,71.0,71.0,100.0,29.97,10.0,SSE,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,22.0,5.0,5.0,0,High
A-5222702,Source1,2,2022-06-01 14:52:17,2022-06-01 16:32:43,39.35589194279024,-94.76425766899696,39.37141194279024,-94.77360766899696,1.183,Incident on I-29 near MO-HH Drive with caution.,US-71,Platte City,Platte,MO,64079,US,US/Central,KMCI,2022-06-01 14:53:00,69.0,69.0,63.0,29.01,10.0,W,6.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14.0,6.0,2.0,0,Medium
A-127000,Source2,2,2016-11-10 08:13:29,2016-11-10 08:58:13,28.166788,-82.740471,,,0.01,Accident on US-19 at County Hwy-71 Beckett Way.,Beckett Way,Tarpon Springs,Pinellas,FL,34689,US,US/Eastern,KPIE,2016-11-10 07:53:00,63.0,,90.0,30.14,10.0,NE,6.9,0.0,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,8.0,11.0,3.0,1,Medium
A-5586908,Source1,2,,2021-09-16 17:31:00.000000000,39.014963,-94.69302,39.033439,-94.68685,1.319,Slow traffic on I-35 N from 67th St/Exit 228 (I-35) to Antioch Rd/Exit 230 (I-35) due to accident.,Shawnee Mission Pkwy,Mission,Johnson,KS,66202,US,US/Central,KNKA,2021-09-16 15:54:00,88.0,88.0,43.0,29.09,10.0,VAR,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,,,,0,Medium
A-4884230,Source1,2,,2022-12-30 20:12:28.000000000,44.860311,-93.382654,44.860263,-93.383072,0.021,Incident on I-494 near E BUSH LAKE RD Drive with caution.,I-494 W,Minneapolis,Hennepin,MN,55438,US,US/Central,KFCM,2022-12-30 16:53:00,20.0,11.0,65.0,29.03,10.0,S,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,,,,0,Medium
A-4491187,Source1,2,,2022-06-07 20:56:00.000000000,38.819689,-76.919036,38.818516,-76.932564,0.733,Stationary traffic on I-95 S - I-495 S from MD-337/Allentown Rd/Exit 9 (Capital Beltway/I-495) to MD-414/St Barnabas Rd/Exit 4 (Capital Beltway/I-495) due to accident.,Capital Beltway S,Suitland,Prince George's,MD,20746,US,US/Eastern,KWBC,2022-06-07 20:09:00,70.0,70.0,94.0,29.58,10.0,SSE,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,,,,0,Medium
